1	0.01	0.93785044
1	0.1	0.90257355
1	1	0.9016982
1	10	0.9016982
1	100	0.9016982
5	0.01	0.94319007
5	0.1	0.9046744
5	1	0.9016982
5	10	0.9016982
5	100	0.9016982
10	0.01	0.93960126
10	0.1	0.9046744
10	1	0.9016982
10	10	0.9016982
10	100	0.9016982
100	0.01	0.93680012
100	0.1	0.9046744
100	1	0.9016982
1100	10	0.9016982
100	100	0.9016982
1000	0.01	0.93680012
1000	0.1	0.9046744
1000	1	0.9016982
1000	10	0.9016982
1000	100	0.9016982
